day,q00,q11,r,h,rmse,hit,pnl,pos
-1,0.2,0.1,1.0,25,7.96889916865993,0.20497566252028124,74650.0,80
-1,0.2,0.1,2.0,10,3.216611336908497,0.2333153055705787,76037.0,80
-1,0.2,0.1,2.0,12,3.651333394426912,0.2302866414277988,75789.0,80
-1,0.2,0.1,2.0,15,4.287926039521668,0.225743645213629,75602.0,80
-1,0.2,0.1,2.0,20,5.36947363376316,0.22260681449432126,75432.0,80
-1,0.2,0.1,2.0,25,6.490133029421834,0.22022714981070848,75294.5,80
-1,0.2,0.1,4.0,10,2.74162672361223,0.26965927528393724,77017.5,80
-1,0.2,0.1,4.0,12,3.0767701508886587,0.26176311519740403,76728.5,80
-1,0.2,0.1,4.0,15,3.562012035714998,0.2531097890751758,76487.0,80
-1,0.2,0.1,4.0,20,4.3967233003562844,0.2461871281773932,76207.5,80
-1,0.2,0.1,4.0,25,5.270201601113924,0.2427257977285019,75959.0,80
-1,0.2,0.1,8.0,10,2.3684144958756637,0.3079502433747972,78115.5,80
-1,0.2,0.1,8.0,12,2.62164032424681,0.29821525148729044,77697.0,80
-1,0.2,0.1,8.0,15,2.9836492819356626,0.2893455922120065,77308.5,80
-1,0.2,0.1,8.0,20,3.61774303121678,0.27777176852352625,77041.0,80
-1,0.2,0.1,8.0,25,4.290880436317006,0.27290427257977284,76852.5,80
-1,0.5,0.001,1.0,10,1.6436405866618522,0.37047052460789615,79582.0,80
-1,0.5,0.001,1.0,12,1.6955121790603813,0.3605191995673337,79443.0,80
-1,0.5,0.001,1.0,15,1.7550777766857517,0.35586803677663603,79428.5,80
-1,0.5,0.001,1.0,20,1.8670117826367463,0.3552190373174689,79402.5,80
-1,0.5,0.001,1.0,25,2.0030187889127844,0.3552190373174689,79410.5,80
-1,0.5,0.001,2.0,10,1.5537580236674704,0.38301784748512707,79940.0,80
-1,0.5,0.001,2.0,12,1.5953321258792337,0.37479718766901027,79759.5,80
-1,0.5,0.001,2.0,15,1.6398548713455559,0.36517036235803135,79486.0,80
-1,0.5,0.001,2.0,20,1.7283024081932867,0.3572742022714981,79385.5,80
-1,0.5,0.001,2.0,25,1.838213456921366,0.35640886965927526,79364.5,80
-1,0.5,0.001,4.0,10,1.4818350111048904,0.39599783666846944,79990.5,80
-1,0.5,0.001,4.0,12,1.5140324051262108,0.3839913466738778,79988.5,80
-1,0.5,0.001,4.0,15,1.5464366380598942,0.3754461871281774,79848.0,80
-1,0.5,0.001,4.0,20,1.6155471204991239,0.36354786371011355,79443.0,80
-1,0.5,0.001,4.0,25,1.7029365478449048,0.35878853434288804,79351.0,80
-1,0.5,0.001,8.0,10,1.4264086937499056,0.4116819902650081,80039.0,80
-1,0.5,0.001,8.0,12,1.4507561927647292,0.39361817198485666,79979.5,80
-1,0.5,0.001,8.0,15,1.4741351118125272,0.38236884802596,79978.5,80
-1,0.5,0.001,8.0,20,1.5280519122668985,0.3724175229853975,79704.0,80
-1,0.5,0.001,8.0,25,1.5967689812801955,0.36354786371011355,79415.5,80
-1,0.5,0.005,1.0,10,1.9123793450634814,0.3506760411032991,79364.0,80
-1,0.5,0.005,1.0,12,2.0283066391053697,0.34916170903190913,79329.5,80
-1,0.5,0.005,1.0,15,2.1844422063587885,0.34407787993510003,79246.0,80
-1,0.5,0.005,1.0,20,2.464179838075189,0.33650621957815036,78822.5,80
-1,0.5,0.005,1.0,25,2.7782654518333425,0.3320713899405084,78551.0,80
-1,0.5,0.005,2.0,10,1.7660656332485252,0.363980530016225,79412.0,80
-1,0.5,0.005,2.0,12,1.8585977313404607,0.35673336938885886,79383.5,80
-1,0.5,0.005,2.0,15,1.9788870285005113,0.35305570578691187,79308.5,80
-1,0.5,0.005,2.0,20,2.20108587584262,0.3526230394808004,79305.5,80
-1,0.5,0.005,2.0,25,2.4554505245642892,0.349269875608437,79236.5,80
-1,0.5,0.005,4.0,10,1.646222657445027,0.3811790156841536,79832.5,80
-1,0.5,0.005,4.0,12,1.7176462503176875,0.37101135749053543,79603.0,80
